engine_size,horse_power,years_old,lower_market_price,higher_market_price,actual_price,no_faults,original_parts,unpainted,first_owner,need_repainting,need_body_repair,engine_issue,gear_issue,need_repair,first_registration,wiring_problems,after_crash,automatic,cvt,manual,electric,hybrid,petrol,foreign_used,nigerian_used
3700.0,300.0,14.0,4600000.0,4850000.0,4650000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3000.0,228.0,15.0,5500000.0,5860000.0,5600000.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,270.0,9.0,15480000.0,16149999.999999998,14500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,302.0,11.0,10800000.0,11460000.0,11500000.0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
3500.0,246.0,16.0,3490000.0,3600000.0,3400000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,18.0,12212439.0,13153665.0,1000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,15.0,3900000.0,4200000.0,3550000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,13.0,17500000.0,18500000.0,17900000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,4.0,29410000.0,31650000.0,32000000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,23.0,12212439.0,13153665.0,1550000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2700.0,181.0,10.0,10500000.0,10980000.0,11550000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4600.0,305.0,13.0,17500000.0,18500000.0,17300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,13.0,4200000.0,4400000.0,4150000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,15.0,8000000.0,8500000.0,8500000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,295.0,4.0,23000000.0,24860000.0,19500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3300.0,233.0,18.0,12212439.0,13153665.0,2000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2700.0,161.0,13.0,9660000.0,10440000.0,7450000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,12.0,5800000.0,6140000.0,7500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,12.0,14320000.0,14820000.0,14000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2400.0,168.0,14.0,12212439.0,13153665.0,5550000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,6.0,12212439.0,13153665.0,16500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4000.0,239.0,15.0,8500000.0,8550000.0,9200000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,14.0,8400000.0,8700000.0,5800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,302.0,10.0,11770000.0,12530000.0,12850000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,3.0,12212439.0,13153665.0,175000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,9.0,12500000.0,13140000.0,11750000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,246.0,7.0,24050000.0,25300000.0,20000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,302.0,9.0,12500000.0,13200000.0,12500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2400.0,158.0,16.0,4300000.0,4500000.0,4250000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3000.0,210.0,22.0,3780000.0,3950000.0,3750000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,2.0,12212439.0,13153665.0,450000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2700.0,163.0,12.0,12212439.0,13153665.0,11000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2000.0,241.0,8.0,14140000.0,15200000.0,12000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,5.0,35000000.0,36550000.0,38300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,15.0,5650000.0,5920000.0,5600000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,8.0,12212439.0,13153665.0,11000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2500.0,246.0,8.0,10790000.0,11200000.0,10300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,13.0,9000000.0,9500000.0,8500000.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,15.0,3900000.0,4200000.0,4850000.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,12.0,5800000.0,6000000.0,5700000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,13.0,7900000.0,8300000.000000001,8800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4700.0,335.0,11.0,11510000.0,12500000.0,12500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
5700.0,386.0,12.0,12212439.0,13153665.0,6500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3000.0,204.0,19.0,12212439.0,13153665.0,1600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4600.0,301.0,4.0,39810000.0,43850000.0,45000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,11.0,18500000.0,19500000.0,22500000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,11.0,11640000.0,12000000.0,12100000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,21.0,1320000.0,1350000.0,1000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,274.0,13.0,5900000.0,6380000.0,6600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3000.0,329.0,8.0,12030000.0,12560000.0,12500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4600.0,301.0,10.0,19970000.0,21600000.0,19500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2000.0,246.0,6.0,23500000.0,24500000.0,24000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2500.0,178.0,11.0,6300000.0,6500000.0,5100000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,201.0,3.0,12212439.0,13153665.0,25000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3500.0,270.0,7.0,16250000.0,17250000.0,15800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,13.0,8700000.0,9280000.0,8200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,11.0,6360000.0,6500000.0,6300000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3300.0,233.0,18.0,4880000.0,5000000.0,4320000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,278.0,4.0,24440000.0,26290000.0,25500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,13.0,8560000.0,9000000.0,8200000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1800.0,170.0,21.0,12212439.0,13153665.0,1500000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3287.0,246.0,18.0,1700000.0,1880000.0,1850000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,270.0,10.0,13720000.0,14020000.0,13800000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,8.0,16200000.0,16540000.0,15500000.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,7.0,21150000.0,23990000.0,18500000.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,15.0,3900000.0,4200000.0,3850000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,22.0,2300000.0,2450000.0,2450000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,279.0,12.0,11000000.0,11500000.0,13000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,18.0,4320000.0,4500000.0,4500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,12.0,6200000.0,6500000.0,7000000.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,4.0,71300000.0,88250000.0,110000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,11.0,20610000.0,22500000.0,22500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,21.0,2300000.0,2450000.0,3100000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,8.0,13800000.0,14500000.0,12300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,15.0,5500000.0,5800000.0,5200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4600.0,301.0,5.0,34850000.0,36500000.0,31000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,279.0,12.0,11000000.0,11500000.0,10850000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1800.0,132.0,18.0,2400000.0,2500000.0,2700000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,7.0,62150000.0,64349999.99999999,76500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,40.0,12212439.0,13153665.0,39000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,11.0,12212439.0,13153665.0,4600000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,7.0,16520000.0,17500000.0,16500000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,270.0,8.0,16280000.000000002,16500000.0,17500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1800.0,246.0,10.0,5220000.0,5500000.0,5900000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,10.0,11200000.0,12000000.0,11200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,295.0,7.0,22450000.0,24400000.0,23500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4700.0,274.0,18.0,7800000.0,8090000.0,8500000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,8.0,12212439.0,13153665.0,17000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,10.0,21000000.0,27250000.0,13700000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,13.0,5900000.0,6340000.0,5500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,268.0,9.0,11920000.0,13000000.0,9199000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,5.0,25400000.0,26900000.0,27000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,3.0,12212439.0,13153665.0,33000000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4600.0,301.0,6.0,28430000.0,29000000.0,34000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2200.0,136.0,22.0,1350000.0,1460000.0,1600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5700.0,381.0,2.0,139700000.0,145500000.0,137000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3287.0,246.0,12.0,6800000.0,7000000.0,7000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,16.0,4800000.0,5200000.0,5650000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,266.0,10.0,8500000.0,9400000.0,8500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,270.0,8.0,16280000.000000002,16500000.0,16500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,4.0,12212439.0,13153665.0,23750000.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2500.0,203.0,3.0,20500000.0,21990000.0,18500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4600.0,301.0,7.0,28560000.0,30000000.0,30000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4000.0,240.0,1.0,125000000.0,140000000.0,125000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3500.0,302.0,8.0,13450000.0,13920000.0,14500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,15.0,8000000.0,8500000.0,8750000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,3.0,34250000.0,36020000.0,35000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,14.0,7500000.0,8000000.0,8700000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2500.0,136.0,12.0,12212439.0,13153665.0,4000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3287.0,246.0,13.0,7900000.0,8300000.000000001,9800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1800.0,132.0,11.0,3800000.0,4100000.0,3200000.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
3700.0,265.0,19.0,1570000.0,1720000.0,1750000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
4600.0,360.0,15.0,6500000.0,7020000.0,8700000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,18.0,2720000.0,3000000.0,3200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,2.0,293000000.0,317000000.0,310000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3300.0,218.0,17.0,5550000.0,5850000.0,4900000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2500.0,172.0,12.0,12212439.0,13153665.0,4500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2000.0,246.0,20.0,3620000.0,3760000.0,3350000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
