engine_size,horse_power,years_old,lower_market_price,higher_market_price,actual_price,no_faults,original_parts,unpainted,first_owner,need_repainting,need_body_repair,engine_issue,gear_issue,need_repair,first_registration,wiring_problems,after_crash,automatic,cvt,manual,electric,hybrid,petrol,foreign_used,nigerian_used
3287.0,246.0,16.0,2900000.0,3100000.0,3000000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,12.0,8000000.0,8270000.0,11000000.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,13.0,3300000.0,3500000.0,3600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4700.0,267.0,17.0,7650000.0,8039999.999999999,7450000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,8.0,14000000.0,14500000.0,13000000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,265.0,15.0,2500000.0,2800000.0,3000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,268.0,16.0,6190000.0,6800000.0,5200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1700.0,115.0,13.0,12212439.0,13153665.0,3800000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3500.0,275.0,15.0,5490000.0,6000000.0,6000000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
2700.0,185.0,12.0,5800000.0,6330000.0,6300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3000.0,249.0,16.0,3620000.0,3750000.0,3500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3300.0,233.0,18.0,5600000.0,5900000.0,5500000.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,13.0,6680000.0,7000000.0,5700000.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,10.0,11000000.0,11700000.0,12200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2500.0,178.0,11.0,4980000.0,5210000.0,4750000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2400.0,158.0,16.0,2850000.0,3060000.0,3650000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,7.0,11530000.0,13630000.0,11300000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,13.0,3090000.0,3440000.0,2400000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2000.0,241.0,8.0,9930000.0,11080000.0,9200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2500.0,178.0,11.0,7400000.0,7500000.0,6550000.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4700.0,335.0,11.0,6420000.0,6980000.0,6850000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,11.0,8300000.000000001,8640000.0,12000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3500.0,270.0,8.0,16000000.0,16500000.0,15800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,7.0,39300000.0,47100000.0,58000000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,6.0,12212439.0,13153665.0,12500000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,4.0,12600000.0,13500000.0,14500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,278.0,5.0,18720000.0,21400000.0,17500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,17.0,2450000.0,2600000.0,3650000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,278.0,3.0,25380000.0,26440000.0,23000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3400.0,308.0,15.0,5420000.0,5520000.0,5200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,14.0,7500000.0,8000000.0,7000000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,272.0,16.0,5600000.0,5890000.0,5500000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,13.0,10900000.0,11000000.0,10000000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,18.0,3600000.0,3700000.0,3600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1800.0,224.0,17.0,3750000.0,3850000.0,3700000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,15.0,3950000.0,4280000.0,4800000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,2.0,12212439.0,13153665.0,14500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,20.0,12212439.0,13153665.0,1700000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3287.0,132.0,14.0,12212439.0,13153665.0,2000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,13.0,3300000.0,3500000.0,3400000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3300.0,218.0,17.0,5690000.0,5900000.0,5800000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,12.0,8000000.0,8680000.0,9500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,23.0,1600000.0,1700000.0,1700000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,12.0,6800000.0,7000000.0,7800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,8.0,20950000.0,24000000.0,23500000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3300.0,233.0,18.0,4600000.0,4800000.0,4450000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,295.0,6.0,24500000.0,26500000.0,28000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,270.0,8.0,16280000.000000002,16500000.0,16000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,365.0,9.0,13500000.0,13530000.0,13500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2700.0,190.0,11.0,8000000.0,9000000.0,6800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2700.0,190.0,12.0,7010000.0,7490000.0,7100000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,8.0,16200000.0,16700000.0,16000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,17.0,5500000.0,5700000.0,5800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2000.0,208.0,8.0,12450000.0,13000000.0,7700000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,15.0,12212439.0,13153665.0,2000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1800.0,192.0,17.0,3750000.0,3850000.0,3300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2400.0,177.0,12.0,12212439.0,13153665.0,3100000.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
3700.0,300.0,16.0,5120000.0,5270000.0,4900000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,16.0,2550000.0,2650000.0,2300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3000.0,210.0,21.0,1800000.0,2000000.0,1700000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
3300.0,226.0,17.0,6500000.0,6690000.0,6400000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,274.0,13.0,8740000.0,9300000.0,9000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,20.0,1410000.0,1480000.0,1600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,9.0,12212439.0,13153665.0,9850000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,22.0,12212439.0,13153665.0,6099999.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
2500.0,178.0,9.0,6550000.0,6960000.0,5500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,253.0,15.0,12212439.0,13153665.0,3600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,270.0,10.0,11500000.0,12300000.0,12300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,10.0,13500000.0,13800000.0,13500000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,270.0,9.0,14000000.0,14600000.0,9500000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1800.0,132.0,14.0,2000000.0,2420000.0,2500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3287.0,246.0,9.0,30000000.0,32000000.0,29000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,16.0,12212439.0,13153665.0,3800000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4000.0,269.0,17.0,12212439.0,13153665.0,5300000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3500.0,273.0,13.0,9500000.0,9700000.0,9000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,19.0,2000000.0,2200000.0,1800000.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,270.0,12.0,7760000.0,8320000.0,7900000.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,18.0,1450000.0,1500000.0,1450000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3500.0,279.0,13.0,10940000.0,11000000.0,11880000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,11.0,9500000.0,10000000.0,10250000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2000.0,237.0,10.0,7500000.0,8150000.0,7000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2700.0,185.0,13.0,8800000.0,9480000.0,7600000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4000.0,282.0,12.0,13350000.0,15500000.0,15500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,10.0,12212439.0,13153665.0,1800000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,12.0,7500000.0,8350000.0,6500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,279.0,13.0,7850000.0,8000000.0,8400000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,17.0,5500000.0,5800000.0,3750000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,11.0,7300000.0,7500000.0,8700000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,12.0,8570000.0,9360000.0,8000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,279.0,12.0,12212439.0,13153665.0,11800000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2700.0,190.0,11.0,5360000.0,5980000.0,5300000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,15.0,12212439.0,13153665.0,14500000.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
3287.0,246.0,4.0,18750000.0,19920000.0,18800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3300.0,215.0,17.0,4600000.0,4850000.0,4800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1800.0,132.0,11.0,5500000.0,5650000.0,5600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,270.0,12.0,7060000.0,7740000.0,6500000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,8.0,13200000.0,13840000.0,13500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,12.0,9500000.0,10500000.0,10500000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,274.0,13.0,8740000.0,9300000.0,9800000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
5500.0,544.0,6.0,68000000.0,69050000.0,250000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,7.0,20990000.0,23910000.0,20880000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1800.0,132.0,13.0,3280000.0,3450000.0,3450000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,2.0,12212439.0,13153665.0,120000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,8.0,12212439.0,13153665.0,3000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2500.0,177.0,15.0,12212439.0,13153665.0,3100000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,15.0,8000000.0,8500000.0,8800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,17.0,2850000.0,3050000.0,2800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,10.0,12070000.0,12820000.0,11000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3700.0,275.0,15.0,4750000.0,5550000.0,4800000.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
3400.0,274.0,15.0,7180000.0,7500000.0,5900000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
2400.0,168.0,14.0,2820000.0,3040000.0,2850000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3000.0,228.0,14.0,5500000.0,5900000.0,6400000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,15.0,2950000.0,3200000.0,3150000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,265.0,15.0,4000000.0,4200000.0,3700000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,16.0,4200000.0,4400000.0,2950000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,13.0,3280000.0,3450000.0,3150000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,279.0,13.0,10940000.0,11000000.0,10000000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,16.0,5400000.0,5660000.0,5600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,273.0,12.0,9400000.0,9700000.0,10000000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,270.0,8.0,15500000.0,15680000.0,16500000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,270.0,10.0,11500000.0,12300000.0,13600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3700.0,300.0,13.0,5210000.0,5540000.0,7000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,4.0,12212439.0,13153665.0,36500000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3500.0,275.0,13.0,3560000.0,3850000.0,3500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,279.0,12.0,11000000.0,11500000.0,10300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,270.0,10.0,11500000.0,12300000.0,11000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,12.0,6800000.0,7000000.0,8500000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,3.0,17000000.0,19100000.0,25000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4000.0,270.0,7.0,20990000.0,23910000.0,18500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,296.0,6.0,12212439.0,13153665.0,23000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3000.0,362.0,6.0,12212439.0,13153665.0,33500000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2500.0,170.0,9.0,12212439.0,13153665.0,5200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1800.0,246.0,19.0,3880000.0,4300000.0,4300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3000.0,194.0,24.0,1500000.0,1630000.0,2400000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,268.0,11.0,9500000.0,10000000.0,8670000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3000.0,367.0,4.0,73600000.0,80050000.0,72000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1800.0,132.0,14.0,3460000.0,3600000.0,3700000.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,274.0,12.0,9800000.0,11000000.0,9500000.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,12.0,3650000.0,3700000.0,3650000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,5.0,12212439.0,13153665.0,34000000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,2.0,96550000.0,110000000.0,80500000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4600.0,305.0,13.0,17500000.0,18500000.0,18600000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,9.0,15300000.0,15820000.0,17000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,17.0,5850000.0,6000000.0,4300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4700.0,286.0,18.0,5920000.0,6280000.0,5200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,18.0,4700000.0,4850000.0,3500000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4600.0,304.0,7.0,42000000.0,52600000.0,42000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,15.0,3950000.0,4200000.0,4000000.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
3500.0,268.0,9.0,6930000.0,7300000.0,7200000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4000.0,239.0,16.0,8000000.0,8500000.0,7850000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4000.0,585.0,2.0,246200000.0,278500000.0,257000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3287.0,246.0,16.0,4400000.0,4600000.0,5900000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,279.0,12.0,11000000.0,11500000.0,11000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2500.0,178.0,7.0,9000000.0,9500000.0,12500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4700.0,267.0,16.0,7500000.0,7850000.0,7850000.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,21.0,4400000.0,4520000.0,4300000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,8.0,33350000.0,36300000.0,35000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,279.0,13.0,7850000.0,8000000.0,8300000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,13.0,11000000.0,11300000.0,11450000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,18.0,4300000.0,4500000.0,4300000.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
2000.0,245.0,8.0,7860000.0,8500000.0,9000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,10.0,13500000.0,13800000.0,13000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,10.0,12212439.0,13153665.0,15550000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,274.0,14.0,8300000.000000001,8830000.0,9000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3000.0,228.0,15.0,3720000.0,4000000.0,3650000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3300.0,234.0,18.0,6490000.0,6600000.0,5800000.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2700.0,185.0,13.0,8800000.0,9480000.0,8200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,16.0,2460000.0,2600000.0,2800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,268.0,10.0,7410000.0,7790000.0,7500000.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,9.0,11880000.0,12530000.0,11650000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,295.0,5.0,17440000.0,18500000.0,16500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,7.0,23950000.0,24550000.0,19500000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,11.0,15860000.0,16540000.0,9550000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3000.0,210.0,19.0,3380000.0,3480000.0,3550000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,20.0,1400000.0,1470000.0,1350000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3500.0,290.0,5.0,25450000.0,27050000.0,29000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3000.0,240.0,11.0,13500000.0,14000000.0,16500000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3500.0,275.0,15.0,4550000.0,4750000.0,5000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,11.0,10500000.0,11070000.0,6900000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,13.0,3400000.0,3550000.0,3600000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,18.0,4300000.0,4500000.0,4550000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,13.0,6210000.0,6690000.0,6200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3000.0,228.0,15.0,5500000.0,5830000.0,5200000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,11.0,6800000.0,7000000.0,6300000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,4.0,15440000.0,16149999.999999998,16500000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,4.0,23000000.0,24530000.0,22000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3287.0,246.0,2.0,121500000.0,125000000.0,115000000.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3287.0,246.0,3.0,76500000.0,125000000.0,77000000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4600.0,381.0,16.0,6000000.0,6480000.0,5800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2000.0,141.0,15.0,12212439.0,13153665.0,3500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,16.0,1700000.0,1850000.0,1800000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3000.0,228.0,12.0,5900000.0,6100000.0,5500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3500.0,268.0,16.0,2200000.0,2850000.0,1780000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3287.0,246.0,5.0,26650000.0,29410000.0,26000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4000.0,270.0,7.0,23810000.0,24500000.0,16500000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
